kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
0,1346,87,700,1,7,3,Ace,-20,Duo
14,414,51,619,1,19,3,Crown,50,Duo
19,1838,40,780,0,15,0,Crown,50,Duo
16,685,89,241,4,3,7,Platinum,40,Squad
2,267,33,122,0,13,0,Platinum,45,Duo
9,863,69,696,3,13,1,Ace,19,Duo
19,1002,73,88,3,19,8,Platinum,50,Squad
8,1394,48,589,3,10,9,Bronze,50,Duo
13,1424,99,386,2,0,8,Conqueror,12,Duo
2,1089,2,919,4,6,8,Crown,50,Squad
9,1026,67,221,0,6,1,Bronze,16,Solo
2,205,26,524,4,3,6,Platinum,33,Duo
11,427,23,323,1,0,9,Platinum,50,Solo
0,949,97,860,2,13,7,Ace,-1,Squad
3,1832,30,805,2,17,9,Diamond,50,Duo
19,1099,54,150,2,13,2,Diamond,50,Solo
18,1790,88,280,1,0,4,Conqueror,24,Squad
5,636,31,876,2,18,5,Gold,50,Squad
0,1596,95,31,2,17,1,Crown,1,Duo
0,732,81,540,1,12,1,Crown,-10,Duo
15,89,11,427,4,19,9,Gold,50,Squad
19,1471,80,219,0,5,6,Conqueror,43,Squad
4,1816,48,708,2,2,1,Gold,31,Duo
4,1915,5,2,4,5,8,Gold,50,Duo
3,995,98,35,2,13,4,Crown,7,Squad
11,1510,91,944,4,0,2,Conqueror,-5,Squad
19,1901,36,79,2,1,2,Gold,50,Solo
1,785,92,334,3,7,7,Diamond,-6,Duo
7,487,86,463,1,0,8,Platinum,2,Duo
5,1285,38,489,4,0,6,Silver,44,Squad
4,234,97,441,4,19,2,Diamond,24,Squad
13,1835,49,703,2,4,0,Gold,50,Solo
9,1551,80,922,2,9,8,Conqueror,20,Squad
1,1680,55,241,0,2,9,Conqueror,-23,Squad
9,1967,72,181,4,12,3,Platinum,27,Duo
13,961,71,769,4,7,1,Ace,19,Duo
15,873,28,917,4,9,5,Gold,50,Duo
12,1751,45,731,4,5,1,Ace,50,Squad
2,383,29,220,0,18,4,Conqueror,50,Squad
17,486,66,44,2,5,8,Crown,46,Squad
19,1620,36,702,4,12,3,Diamond,50,Solo
8,876,3,829,1,9,8,Ace,50,Duo
7,154,27,742,0,5,7,Silver,50,Solo
19,1325,56,303,2,8,2,Gold,50,Duo
11,1687,10,890,2,14,3,Platinum,50,Duo
19,1102,39,369,2,7,9,Diamond,50,Solo
11,1521,66,317,4,14,8,Conqueror,36,Duo
5,1442,88,306,4,19,3,Ace,20,Solo
7,164,56,153,3,9,1,Bronze,19,Squad
17,304,46,765,2,18,9,Crown,50,Duo
12,192,8,628,1,3,7,Ace,50,Duo
14,857,99,601,0,5,9,Platinum,38,Duo
19,714,26,757,1,15,1,Crown,50,Squad
10,26,66,860,0,3,1,Gold,9,Duo
16,1514,49,413,3,17,2,Silver,50,Duo
16,52,36,300,0,2,3,Diamond,50,Duo
19,579,54,43,2,0,7,Crown,32,Solo
3,617,27,690,2,11,6,Bronze,50,Solo
9,1260,73,349,2,0,3,Bronze,7,Duo
3,9,83,918,2,11,5,Crown,4,Solo
6,578,34,468,1,17,4,Ace,50,Duo
1,1075,22,71,1,6,4,Bronze,43,Squad
14,55,81,613,2,15,5,Diamond,50,Squad
9,1551,61,58,1,16,9,Platinum,46,Duo
2,1685,80,104,1,14,0,Bronze,10,Duo
19,1108,71,366,1,5,5,Diamond,50,Squad
7,1854,65,139,3,6,9,Crown,12,Solo
15,997,8,905,3,15,2,Ace,50,Duo
3,1459,4,885,3,12,7,Diamond,50,Duo
4,1630,98,805,3,8,3,Crown,-3,Squad
18,1772,41,298,2,11,5,Gold,50,Duo
5,1082,33,953,0,15,7,Conqueror,50,Duo
18,1165,12,756,1,3,6,Silver,50,Solo
18,1242,94,295,1,1,9,Gold,40,Solo
9,935,28,354,1,14,5,Ace,50,Solo
17,806,89,5,1,0,5,Diamond,28,Duo
8,574,18,105,2,18,4,Crown,50,Duo
8,1283,52,171,0,16,6,Gold,43,Squad
2,1666,11,743,3,11,5,Conqueror,36,Solo
5,981,6,879,2,17,5,Silver,50,Solo
5,1577,40,753,1,2,1,Silver,40,Squad
2,861,23,186,1,19,7,Conqueror,50,Squad
11,1983,87,808,2,19,1,Platinum,42,Solo
2,803,77,762,0,18,0,Conqueror,2,Solo
8,40,57,49,0,12,6,Platinum,26,Solo
17,837,58,290,4,5,5,Silver,42,Solo
17,1826,42,290,3,15,1,Conqueror,50,Squad
12,1115,47,131,1,11,2,Bronze,50,Solo
17,1317,28,338,1,2,8,Bronze,50,Solo
0,1888,76,850,3,16,5,Ace,3,Duo
13,155,74,509,2,7,1,Platinum,28,Squad
18,975,45,30,1,4,3,Gold,50,Duo
17,1522,20,655,0,0,8,Silver,50,Duo
15,1091,64,255,0,16,5,Silver,50,Duo
11,500,24,946,1,8,4,Gold,50,Duo
14,1096,93,161,4,12,2,Platinum,46,Squad
9,1147,59,357,2,6,1,Platinum,11,Squad
6,1566,3,310,0,5,8,Conqueror,50,Squad
16,1744,78,135,0,4,3,Ace,24,Solo
17,1330,87,316,4,18,0,Ace,50,Squad
16,1049,37,849,0,9,9,Conqueror,50,Solo
12,1792,39,736,1,2,2,Gold,50,Duo
5,906,77,251,4,16,3,Platinum,23,Duo
3,1287,86,760,0,15,1,Crown,6,Solo
8,560,49,687,0,1,6,Crown,48,Squad
18,1398,83,54,2,18,6,Conqueror,50,Squad
13,290,86,411,0,19,0,Bronze,50,Duo
11,1061,21,858,0,8,4,Diamond,50,Solo
16,611,87,276,2,1,7,Conqueror,20,Solo
0,735,56,288,2,11,2,Silver,-2,Solo
14,1156,10,595,4,13,9,Crown,50,Squad
5,39,34,948,3,16,1,Conqueror,50,Duo
15,1466,1,621,2,5,8,Crown,50,Duo
12,1158,21,365,3,11,8,Bronze,50,Solo
11,1876,49,197,2,17,6,Bronze,50,Solo
2,1377,31,91,4,18,2,Crown,50,Solo
3,837,20,877,1,15,1,Bronze,50,Squad
13,1185,13,445,1,13,3,Ace,50,Duo
11,997,46,321,0,15,5,Crown,50,Duo
14,1983,27,556,4,7,6,Conqueror,50,Duo
14,1386,23,623,3,19,2,Conqueror,50,Duo
5,41,19,841,1,6,3,Conqueror,38,Squad
0,1416,33,872,4,13,0,Gold,44,Squad
3,229,25,304,1,1,0,Gold,24,Duo
13,1592,58,463,0,15,7,Crown,44,Solo
6,586,20,697,0,15,8,Gold,50,Duo
9,634,19,531,2,4,7,Conqueror,50,Duo
15,212,9,992,2,19,8,Crown,50,Squad
8,751,94,917,0,9,0,Gold,13,Solo
14,1618,97,825,0,6,0,Crown,19,Solo
15,1071,9,609,2,3,4,Bronze,50,Solo
12,113,86,752,3,7,8,Silver,42,Squad
14,1309,16,313,0,3,5,Conqueror,50,Solo
9,563,78,12,3,15,3,Ace,27,Duo
3,261,34,411,4,8,9,Silver,50,Duo
13,1879,74,617,3,4,3,Ace,17,Squad
2,683,8,205,2,11,3,Gold,50,Solo
3,1257,36,716,2,8,0,Ace,28,Solo
18,1974,90,101,0,16,4,Bronze,50,Duo
2,863,4,16,1,3,2,Silver,50,Squad
15,1124,23,274,2,8,9,Bronze,50,Solo
16,1806,64,368,0,13,8,Ace,49,Solo
7,501,100,636,1,13,0,Silver,22,Duo
4,1483,80,310,3,9,3,Silver,8,Duo
15,1195,19,859,0,9,6,Bronze,50,Duo
4,1525,75,211,1,2,3,Diamond,-12,Solo
3,668,88,274,3,18,9,Silver,32,Solo
9,151,53,22,2,10,7,Gold,34,Squad
3,1406,23,842,0,13,5,Crown,48,Solo
15,1983,38,103,0,11,0,Bronze,50,Solo
5,239,99,573,0,9,5,Silver,15,Duo
2,964,88,817,3,17,0,Crown,6,Duo
9,1875,44,88,3,3,1,Platinum,44,Solo
9,1343,93,294,4,14,7,Conqueror,28,Duo
18,1156,11,711,3,2,0,Gold,50,Solo
11,348,43,706,0,13,2,Conqueror,50,Duo
3,59,34,801,4,10,7,Diamond,46,Solo
15,613,86,231,3,6,9,Diamond,41,Duo
15,1598,48,710,3,12,8,Gold,50,Squad
13,96,63,925,4,5,9,Gold,37,Duo
18,67,17,985,2,14,7,Diamond,50,Duo
6,1244,78,525,3,3,1,Diamond,-8,Duo
3,1261,66,455,0,13,4,Platinum,11,Duo
0,258,4,669,3,11,1,Diamond,50,Squad
4,202,68,202,3,10,4,Crown,3,Duo
14,1142,4,549,1,9,1,Ace,50,Solo
9,1333,19,811,4,9,3,Platinum,50,Squad
14,11,67,472,0,5,6,Gold,35,Duo
11,1095,73,984,1,3,7,Diamond,16,Solo
8,180,24,997,1,17,4,Platinum,50,Duo
8,1699,15,169,3,8,9,Silver,50,Squad
18,1691,48,522,2,10,8,Silver,50,Solo
7,1640,48,178,0,7,2,Gold,50,Squad
14,1672,33,670,2,17,5,Crown,50,Duo
2,185,68,764,4,16,0,Gold,11,Squad
10,458,85,566,1,0,1,Gold,3,Duo
6,175,32,157,0,18,0,Diamond,50,Squad
19,1885,61,626,3,12,0,Silver,50,Squad
13,1783,12,683,1,2,3,Platinum,50,Squad
4,508,37,590,0,7,0,Bronze,45,Duo
13,701,21,641,1,11,9,Conqueror,50,Squad
7,447,27,445,2,8,7,Diamond,50,Squad
7,1508,16,707,1,9,8,Gold,50,Solo
0,1065,56,503,4,10,8,Crown,-3,Duo
8,1193,55,365,2,17,8,Conqueror,33,Duo
16,1358,26,442,2,7,6,Platinum,50,Duo
7,1792,96,95,4,7,0,Diamond,2,Squad
13,726,58,423,4,12,8,Conqueror,38,Duo
14,1465,56,440,0,0,1,Silver,16,Solo
10,1285,75,480,4,13,2,Gold,33,Duo
16,992,46,984,0,19,0,Platinum,50,Duo
11,1088,35,960,4,19,2,Gold,50,Squad
0,297,58,227,2,2,3,Bronze,-16,Solo
16,1016,23,709,2,4,8,Diamond,50,Squad
18,973,46,212,2,17,2,Crown,50,Duo
12,265,9,518,3,7,3,Conqueror,50,Duo
2,578,64,929,3,13,1,Gold,4,Solo
10,447,60,982,0,0,8,Ace,5,Solo
0,1069,51,603,0,16,5,Ace,3,Squad
10,1306,6,6,4,0,2,Gold,50,Duo
13,983,13,899,0,15,7,Platinum,50,Solo
1,951,37,53,4,8,1,Silver,34,Solo
12,109,88,395,4,13,0,Diamond,35,Squad
12,59,83,822,1,16,6,Ace,40,Solo
3,65,23,138,4,18,7,Bronze,50,Duo
6,1923,16,675,3,3,1,Crown,34,Duo
10,867,95,663,0,11,1,Bronze,28,Solo
12,1809,97,46,4,19,6,Ace,50,Duo
13,1923,85,721,3,3,8,Conqueror,20,Squad
13,227,11,190,1,12,1,Crown,50,Squad
18,1253,23,930,1,8,1,Conqueror,50,Duo
2,145,16,416,1,11,5,Crown,49,Squad
16,1385,52,684,2,13,1,Platinum,50,Squad
15,285,95,220,4,7,3,Platinum,32,Solo
5,127,96,210,1,2,1,Gold,-9,Duo
14,536,28,149,2,13,3,Gold,50,Squad
13,882,3,734,2,1,9,Diamond,50,Solo
10,1997,6,697,0,8,1,Gold,50,Squad
8,1675,36,321,2,5,8,Conqueror,50,Duo
19,237,72,55,0,10,3,Crown,46,Solo
8,719,68,938,2,0,7,Diamond,2,Squad
10,87,35,761,1,18,6,Conqueror,50,Squad
6,876,11,484,1,2,5,Crown,38,Duo
9,1850,72,720,3,3,0,Silver,7,Duo
1,1959,65,703,1,0,8,Silver,-13,Duo
16,485,87,67,0,14,8,Platinum,50,Duo
1,538,34,449,1,12,6,Platinum,50,Duo
0,1959,93,526,4,7,8,Gold,-3,Solo
7,1052,72,132,3,9,5,Bronze,26,Squad
6,1844,92,136,0,15,2,Platinum,24,Squad
7,371,100,203,3,12,3,Platinum,20,Duo
12,381,35,175,0,17,0,Conqueror,50,Solo
7,660,90,717,1,14,6,Platinum,27,Solo
11,141,93,257,0,0,5,Bronze,17,Duo
5,1558,51,243,1,2,6,Platinum,-3,Solo
1,1346,55,500,1,5,6,Conqueror,-18,Solo
0,613,45,681,1,2,6,Bronze,31,Duo
11,1436,62,955,4,7,9,Bronze,43,Squad
15,145,56,330,1,16,5,Bronze,50,Solo
4,1699,85,244,2,17,1,Silver,23,Duo
12,1506,92,123,1,14,5,Gold,47,Duo
5,704,33,191,2,5,3,Bronze,49,Duo
14,115,70,246,1,7,3,Diamond,28,Solo
11,308,49,60,4,13,5,Gold,50,Squad
16,625,42,459,0,7,5,Bronze,50,Duo
0,303,59,787,0,1,5,Crown,-28,Duo
9,516,52,993,0,14,9,Bronze,44,Solo
16,228,21,557,0,2,6,Diamond,50,Squad
18,1887,29,717,1,9,6,Crown,50,Solo
6,1521,78,452,2,2,2,Diamond,-8,Solo
4,1643,26,928,4,13,1,Gold,50,Duo
19,1527,36,46,0,8,1,Diamond,50,Solo
3,107,71,493,1,3,7,Ace,-13,Duo
16,454,19,432,1,8,4,Ace,50,Duo
17,1310,61,212,2,7,1,Ace,32,Duo
7,1131,66,998,3,4,8,Silver,14,Solo
18,1192,15,159,0,16,3,Platinum,50,Squad
3,406,1,626,2,1,1,Crown,41,Duo
12,604,4,952,2,5,5,Platinum,50,Duo
8,946,25,945,3,0,2,Silver,40,Solo
19,851,57,441,0,17,5,Gold,50,Solo
4,302,47,79,4,5,0,Gold,36,Duo
18,163,39,562,1,18,5,Gold,50,Squad
5,158,44,559,3,12,2,Silver,50,Solo
2,1241,61,343,3,7,4,Crown,-9,Solo
14,458,16,199,3,16,7,Silver,50,Squad
4,1316,10,138,3,5,1,Ace,46,Solo
11,181,35,552,3,4,6,Conqueror,50,Squad
0,1934,27,401,3,1,8,Ace,19,Duo
18,1174,38,274,2,10,9,Bronze,50,Solo
2,161,99,283,3,1,3,Ace,-29,Squad
4,427,61,500,4,2,4,Bronze,-3,Duo
2,1575,16,244,2,17,6,Diamond,50,Solo
6,180,86,990,3,7,5,Diamond,6,Solo
7,436,29,933,4,6,8,Diamond,50,Squad
14,1512,80,841,4,5,1,Bronze,34,Squad
19,235,75,453,0,18,1,Gold,50,Duo
2,1582,2,190,4,14,0,Silver,50,Squad
17,1903,2,667,0,13,1,Bronze,50,Solo
3,611,72,719,0,8,2,Gold,-1,Solo
12,847,56,938,4,7,1,Gold,27,Squad
14,1795,28,130,3,9,4,Conqueror,50,Duo
9,433,51,723,1,6,8,Conqueror,12,Duo
4,1657,35,847,0,19,3,Diamond,50,Solo
15,551,65,519,4,10,0,Crown,30,Solo
11,264,88,810,1,15,3,Diamond,38,Duo
5,895,7,847,2,8,0,Gold,50,Solo
9,1236,66,988,4,15,8,Gold,44,Duo
4,136,24,481,1,4,7,Platinum,43,Duo
18,23,29,890,2,6,6,Gold,50,Squad
7,1691,9,213,4,7,6,Gold,50,Duo
5,642,83,405,1,16,7,Platinum,29,Duo
14,571,76,338,2,14,7,Conqueror,45,Duo
5,372,34,928,2,8,5,Ace,46,Duo
0,480,77,535,4,4,2,Platinum,-22,Duo
0,205,12,258,3,1,8,Bronze,32,Duo
7,911,45,652,3,14,8,Diamond,50,Solo
11,1750,45,629,4,10,9,Conqueror,50,Solo
7,173,64,313,0,19,4,Gold,36,Solo
11,718,2,711,0,13,5,Platinum,50,Solo
11,1895,53,108,0,16,0,Ace,31,Duo
0,1382,82,992,0,7,9,Ace,-10,Solo
7,766,82,138,2,8,5,Diamond,14,Squad
5,1046,28,650,3,13,6,Diamond,50,Squad
2,1112,36,220,0,15,5,Platinum,50,Solo
19,1621,59,37,3,13,8,Conqueror,50,Solo
1,781,34,772,1,13,5,Crown,50,Squad
2,1839,32,590,4,5,4,Ace,28,Duo
6,223,77,456,4,2,8,Bronze,9,Solo
6,589,12,294,2,1,3,Bronze,40,Solo
15,210,65,107,3,14,4,Conqueror,47,Squad
14,1116,12,474,2,17,0,Conqueror,50,Solo
2,1791,19,15,4,5,3,Gold,32,Solo
17,1466,44,166,3,8,9,Platinum,50,Duo
18,78,15,138,2,18,0,Diamond,50,Solo
19,505,25,958,0,0,5,Diamond,50,Squad
13,1172,61,250,3,14,8,Platinum,48,Solo
12,1677,100,434,4,13,5,Gold,40,Solo
5,1890,65,447,4,13,9,Platinum,24,Solo
0,1224,7,733,0,16,9,Crown,50,Solo
19,1189,37,112,1,8,1,Gold,50,Squad
6,1369,67,638,1,9,1,Platinum,7,Duo
18,550,5,49,2,0,5,Diamond,50,Squad
12,286,3,557,4,1,8,Gold,50,Duo
12,339,21,709,0,6,2,Diamond,50,Solo
1,541,25,67,3,3,4,Silver,31,Duo
1,826,6,972,4,5,5,Crown,50,Squad
17,1717,26,283,2,19,0,Silver,50,Solo
11,200,38,203,3,6,1,Bronze,50,Squad
0,190,39,958,3,11,1,Gold,34,Solo
6,1886,70,344,3,17,5,Silver,36,Duo
14,39,63,246,2,7,7,Silver,40,Solo
18,905,23,906,0,11,1,Gold,50,Solo
15,713,50,551,2,18,6,Crown,50,Squad
4,1695,38,838,4,16,3,Crown,50,Solo
10,1059,64,991,4,16,1,Gold,41,Squad
17,624,27,68,3,7,9,Diamond,50,Squad
2,1455,20,815,4,18,9,Crown,50,Duo
14,492,57,938,4,8,1,Silver,36,Duo
13,1247,58,96,4,2,8,Bronze,36,Squad
8,824,13,305,4,8,6,Diamond,50,Squad
12,1797,46,64,0,11,6,Ace,50,Solo
14,1775,9,131,2,1,9,Conqueror,50,Duo
10,23,8,188,1,1,3,Bronze,50,Squad
4,1973,57,818,1,15,5,Bronze,24,Solo
11,1146,40,252,4,19,3,Diamond,50,Solo
4,1864,7,625,3,4,6,Gold,50,Squad
18,1728,63,67,3,14,3,Diamond,50,Solo
0,1318,45,165,3,16,8,Diamond,50,Duo
15,1715,62,512,3,15,6,Ace,50,Squad
13,1216,2,289,0,6,6,Silver,50,Solo
16,1089,73,234,3,16,8,Silver,50,Solo
12,181,90,488,3,1,7,Ace,13,Duo
19,363,98,197,2,7,5,Bronze,50,Duo
2,372,59,255,0,10,9,Gold,12,Duo
17,1441,95,503,2,17,7,Bronze,50,Solo
15,699,23,326,3,9,4,Silver,50,Solo
0,211,97,998,4,17,6,Diamond,12,Squad
15,1845,90,827,1,15,1,Crown,46,Duo
17,1552,44,680,4,6,4,Ace,50,Solo
10,1582,79,108,4,3,9,Gold,23,Duo
13,972,44,99,4,17,0,Conqueror,50,Duo
13,512,46,866,2,0,9,Ace,50,Duo
1,180,28,877,0,14,9,Conqueror,49,Duo
0,747,62,384,2,0,7,Crown,-27,Duo
17,89,66,462,4,12,7,Gold,50,Duo
19,996,42,75,2,9,4,Conqueror,50,Duo
4,1821,11,233,2,12,7,Bronze,50,Solo
15,1573,2,616,4,15,8,Silver,50,Duo
9,1333,19,26,2,18,3,Platinum,50,Duo
15,202,38,321,0,15,7,Gold,50,Squad
7,1321,26,817,1,7,2,Crown,50,Squad
9,331,4,229,1,4,9,Gold,50,Duo
19,1803,76,759,1,5,8,Platinum,48,Solo
7,205,98,123,1,13,5,Silver,28,Solo
7,255,76,853,1,11,7,Silver,26,Solo
12,1095,4,705,4,7,3,Crown,50,Duo
16,252,96,67,3,1,8,Silver,42,Squad
2,1693,13,338,2,11,9,Platinum,50,Duo
19,732,30,612,3,13,7,Gold,50,Duo
19,160,44,696,4,11,7,Conqueror,50,Squad
19,470,41,996,0,9,6,Gold,50,Solo
7,621,4,634,3,4,7,Bronze,50,Solo
14,1508,78,1,1,11,6,Crown,46,Squad
3,1216,96,479,4,16,2,Diamond,12,Duo
7,1839,6,927,0,11,6,Silver,50,Solo
2,1846,80,54,1,14,7,Silver,19,Duo
8,916,50,107,3,17,9,Crown,50,Squad
3,653,34,941,1,1,8,Bronze,46,Squad
8,206,80,690,3,11,2,Bronze,24,Solo
16,1294,35,783,0,17,8,Bronze,50,Duo
0,717,17,308,1,10,2,Gold,34,Solo
1,987,8,594,4,12,1,Ace,50,Duo
8,216,100,836,3,14,7,Crown,30,Duo
14,827,46,154,4,6,3,Silver,50,Duo
3,1820,33,679,3,14,0,Crown,50,Squad
2,1593,90,769,1,16,6,Diamond,15,Duo
3,201,84,36,1,13,9,Platinum,19,Duo
5,530,66,921,1,7,6,Gold,9,Solo
12,1473,47,445,3,10,7,Conqueror,50,Solo
10,1049,50,82,3,15,3,Crown,50,Solo
9,648,3,83,4,5,0,Bronze,50,Duo
18,1594,8,802,1,4,8,Ace,50,Solo
14,1767,14,131,1,16,9,Silver,50,Duo
9,1838,26,76,4,8,2,Platinum,50,Squad
0,829,54,375,2,9,1,Gold,-11,Squad
0,998,8,644,1,6,7,Silver,50,Duo
5,991,6,805,0,9,9,Crown,50,Squad
2,1265,84,953,1,19,6,Platinum,24,Duo
4,986,50,374,0,10,8,Silver,50,Squad
13,1487,70,458,1,9,6,Bronze,49,Squad
2,1054,89,712,0,13,2,Crown,0,Duo
16,812,55,249,2,14,0,Conqueror,40,Duo
0,69,14,872,1,9,0,Bronze,36,Duo
3,540,84,930,4,6,3,Gold,-4,Squad
13,497,5,941,3,6,5,Silver,50,Duo
15,1204,56,189,0,5,8,Bronze,46,Duo
13,1549,40,588,2,6,7,Silver,50,Duo
3,769,69,115,3,12,7,Gold,17,Squad
4,1580,39,694,2,12,4,Gold,50,Solo
18,816,48,567,3,12,0,Silver,50,Solo
16,1576,37,544,4,11,4,Ace,50,Squad
16,544,37,542,0,19,0,Conqueror,50,Duo
8,950,98,288,0,15,8,Platinum,38,Duo
16,978,76,963,0,0,9,Diamond,34,Squad
8,1202,46,558,3,3,5,Diamond,49,Duo
9,561,63,427,0,0,1,Platinum,-3,Squad
0,874,94,240,3,12,2,Platinum,-4,Duo
18,1738,38,747,4,0,0,Crown,50,Solo
15,388,94,535,1,2,3,Diamond,20,Solo
1,292,29,137,1,0,9,Platinum,31,Squad
17,27,58,390,3,0,4,Gold,28,Solo
18,657,57,194,1,17,0,Crown,50,Solo
14,1749,61,911,4,0,3,Silver,20,Solo
4,302,25,854,0,6,0,Ace,27,Solo
1,484,62,142,0,0,3,Conqueror,-32,Solo
10,1033,100,573,1,0,9,Gold,17,Squad
2,1656,91,724,2,7,5,Platinum,-4,Squad
16,1678,57,100,1,18,9,Gold,50,Squad
11,1959,49,238,3,7,5,Platinum,50,Duo
3,379,43,378,2,14,5,Diamond,50,Solo
2,1227,41,242,2,15,2,Ace,42,Solo
0,1360,76,95,4,17,5,Gold,14,Duo
4,534,32,896,1,10,4,Conqueror,38,Solo
6,341,24,708,2,2,5,Crown,38,Duo
3,284,71,816,2,2,9,Gold,-3,Squad
12,1285,74,110,1,12,8,Conqueror,32,Solo
3,1719,68,400,0,13,6,Conqueror,4,Solo
4,1233,53,538,0,9,2,Diamond,0,Squad
8,507,91,271,4,9,8,Bronze,35,Squad
1,1053,25,381,4,7,9,Bronze,46,Solo
1,681,5,779,1,19,4,Crown,50,Squad
15,445,51,105,1,3,2,Crown,21,Duo
9,753,15,737,2,17,9,Gold,50,Solo
2,898,64,840,3,17,8,Conqueror,13,Duo
3,1901,60,575,4,0,7,Diamond,-14,Solo
14,184,72,307,0,4,1,Bronze,32,Squad
12,80,58,166,1,3,3,Bronze,24,Duo
4,1115,100,855,3,11,8,Gold,19,Duo
18,1857,12,986,3,11,0,Diamond,50,Solo
1,1417,99,232,2,19,2,Crown,11,Squad
1,849,19,799,4,8,5,Diamond,34,Solo
14,1919,20,262,0,18,9,Bronze,50,Duo
19,981,57,240,0,0,3,Bronze,44,Squad
9,751,68,224,2,12,3,Conqueror,17,Duo
19,83,53,338,2,6,5,Diamond,50,Squad
2,1659,72,381,1,2,1,Ace,-31,Squad
3,1656,96,290,4,1,8,Ace,-14,Solo
0,1376,6,849,2,3,7,Silver,50,Solo
0,1617,98,158,3,1,2,Bronze,-20,Solo
8,1004,50,749,3,2,9,Ace,49,Duo
3,607,23,839,4,1,2,Gold,28,Duo
2,325,70,271,3,4,7,Ace,-15,Squad
17,104,2,602,4,5,4,Gold,50,Solo
4,1381,46,354,3,8,5,Silver,50,Duo
3,1795,100,850,0,10,9,Diamond,10,Solo
12,739,43,709,0,7,6,Diamond,50,Duo
15,962,5,802,3,19,9,Ace,50,Duo
2,1678,89,912,0,16,5,Gold,18,Duo
13,516,89,908,3,0,1,Conqueror,1,Duo
9,22,80,759,2,18,0,Silver,43,Squad
1,832,32,629,1,1,2,Diamond,16,Duo
17,291,84,156,0,5,3,Diamond,32,Solo
11,823,52,659,2,16,3,Platinum,46,Squad
0,774,82,913,4,15,8,Ace,6,Squad
13,1987,31,24,4,18,5,Conqueror,50,Duo
4,1538,37,819,3,15,3,Crown,50,Solo
6,271,98,388,1,0,4,Gold,-6,Duo
7,309,93,635,0,7,0,Platinum,4,Duo
11,1862,18,979,3,6,5,Gold,50,Squad
8,356,34,590,3,16,3,Silver,50,Squad
2,145,7,652,1,1,8,Silver,50,Duo
15,1028,95,378,0,9,6,Conqueror,35,Duo
8,1684,15,978,4,9,3,Ace,50,Squad
19,769,84,183,4,16,9,Conqueror,50,Squad
13,793,47,771,3,10,9,Conqueror,50,Duo
0,1209,49,251,1,18,2,Platinum,48,Solo
4,365,90,952,1,5,1,Crown,-12,Solo
4,1359,84,161,1,15,8,Platinum,25,Duo
17,1588,98,71,1,14,9,Silver,50,Squad
19,273,91,548,2,18,1,Platinum,50,Duo
15,84,18,667,4,4,8,Conqueror,50,Squad
3,1392,10,890,4,15,1,Platinum,50,Squad
18,238,10,864,1,12,0,Diamond,50,Squad
5,834,83,568,2,14,1,Diamond,13,Duo
11,197,94,603,3,8,2,Crown,19,Duo
5,1269,16,202,0,9,9,Crown,50,Solo
2,374,77,57,1,11,3,Platinum,2,Solo
2,554,71,525,1,15,1,Gold,9,Duo
9,755,93,943,0,10,0,Silver,22,Duo
5,290,91,460,0,12,8,Diamond,22,Squad
16,334,73,697,0,7,3,Bronze,42,Solo
7,1847,63,441,3,11,1,Conqueror,4,Solo
4,380,8,961,1,4,3,Platinum,50,Solo
0,1948,61,99,2,7,9,Silver,1,Duo
6,1786,8,113,3,3,2,Silver,50,Duo
11,1881,1,130,1,16,5,Conqueror,50,Solo
8,1837,58,912,2,5,7,Bronze,20,Solo
3,553,80,770,3,2,4,Gold,-10,Solo
7,943,58,293,2,0,7,Conqueror,-10,Squad
1,138,45,741,2,2,6,Ace,23,Squad
5,723,81,724,4,13,1,Crown,8,Solo
9,396,87,123,1,5,9,Ace,14,Solo
15,1439,13,693,2,15,7,Diamond,50,Solo
16,1403,71,147,2,3,5,Crown,29,Duo
17,1008,9,830,4,0,6,Conqueror,50,Squad
1,1083,45,267,0,18,1,Diamond,48,Solo
5,1560,35,420,1,13,9,Gold,50,Squad
7,659,76,859,3,0,1,Gold,-6,Solo
1,1136,72,67,2,7,3,Conqueror,-18,Solo
3,1131,58,785,0,8,8,Ace,0,Squad
14,1367,87,152,4,13,7,Platinum,48,Solo
4,1114,36,174,0,17,6,Ace,50,Duo
2,575,8,371,4,10,2,Crown,50,Duo
18,1095,26,194,0,13,9,Crown,50,Squad
15,37,92,719,4,12,6,Gold,50,Squad
4,1245,7,110,2,4,2,Bronze,50,Squad
14,614,61,712,1,9,0,Silver,33,Solo
15,616,95,364,2,6,5,Diamond,38,Squad
18,1549,85,230,0,3,4,Ace,32,Duo
3,1910,51,387,4,11,8,Diamond,10,Solo
0,1258,42,418,2,19,9,Crown,50,Squad
9,1566,77,428,0,16,8,Ace,34,Solo
16,257,83,216,4,16,3,Conqueror,44,Solo
4,1523,8,894,1,1,7,Diamond,50,Squad
17,235,9,120,0,14,0,Platinum,50,Solo
4,150,25,701,2,18,5,Conqueror,50,Squad
6,1644,53,586,3,8,1,Bronze,13,Squad
6,248,13,458,2,3,2,Bronze,46,Duo
16,1456,97,440,1,2,3,Silver,30,Solo
6,612,21,327,2,14,7,Silver,50,Squad
18,379,100,854,1,11,5,Bronze,50,Duo
9,208,15,447,1,19,7,Diamond,50,Duo
5,1566,23,69,1,14,7,Diamond,50,Squad
